company_id,company_name,industry,region,year,quarter,reporting_period,department,revenue_usd_m,opex_usd_m,production_output_units,energy_consumption_mwh,renewable_energy_share_pct,scope1_emissions_tco2e,scope2_emissions_tco2e,scope3_emissions_tco2e,water_withdrawal_m3,water_recycled_pct,waste_generated_tonnes,waste_recycled_pct,headcount,female_pct,minority_pct,avg_training_hours_per_employee,employee_turnover_pct,lost_time_incident_rate,community_investment_usd_m,pay_equity_ratio_female_to_male,employee_engagement_score,board_size,independent_directors_pct,board_gender_diversity_pct,anti_corruption_training_pct,data_breaches_count,whistleblower_reports,fines_penalties_usd_m,esg_policy_coverage_pct,supplier_code_of_conduct_coverage_pct,emissions_intensity_tco2e_per_musd,esg_score,controversy_level_0_low_3_high
RET06,UrbanCart Retail,Consumer Discretionary,Latin America,2024,2,2024-Q2,Finance,51.28,35.49,1268,464.2,0.235,42.16,53.92,244.21,212.8,0.477,24.86,0.478,5,0.336,0.244,13.13,0.154,0.19,0.0,0.991,75.0,9,0.597,0.367,0.856,0,1,0.129,0.692,0.793,6.64,51.1,0
RET06,UrbanCart Retail,Consumer Discretionary,North America,2024,2,2024-Q2,IT,76.15,57.71,6712,923.2,0.399,113.29,73.81,675.92,252.2,0.431,5.77,0.472,81,0.332,0.358,19.46,0.212,0.05,0.352,0.98,75.9,9,0.688,0.308,0.904,0,0,0.059,0.897,0.603,11.33,55.6,1
RET06,UrbanCart Retail,Consumer Discretionary,Asia,2024,2,2024-Q2,Facilities,164.79,123.2,18978,688.7,0.374,66.09,70.07,287.57,750.4,0.56,45.74,0.535,46,0.45,0.204,17.52,0.127,0.84,1.501,0.964,85.5,9,0.679,0.315,0.729,0,0,0.203,0.962,0.688,2.57,58.7,1
RET06,UrbanCart Retail,Consumer Discretionary,Asia,2024,3,2024-Q3,Operations,163.45,110.78,7313,1318.1,0.441,110.43,70.97,611.17,889.4,0.607,311.12,0.8,94,0.328,0.312,25.61,0.163,1.27,0.0,0.987,84.9,9,0.665,0.363,0.871,0,1,0.057,0.896,0.949,4.85,68.9,1
RET06,UrbanCart Retail,Consumer Discretionary,Asia,2024,3,2024-Q3,Supply Chain,107.43,74.73,17385,2081.7,0.529,144.84,116.25,629.03,323.3,0.249,119.59,0.618,5,0.404,0.307,17.59,0.19,0.05,0.0,0.967,79.2,9,0.636,0.382,0.736,0,0,0.036,0.802,1.0,8.29,55.7,1
RET06,UrbanCart Retail,Consumer Discretionary,North America,2024,3,2024-Q3,R&D,114.96,93.45,6092,218.9,0.479,15.22,1.44,58.91,313.3,0.751,74.46,0.284,80,0.298,0.29,25.7,0.233,0.7,0.0,0.961,82.3,9,0.685,0.34,0.953,0,1,0.03,0.933,0.887,0.66,63.7,1
RET06,UrbanCart Retail,Consumer Discretionary,Latin America,2024,3,2024-Q3,Sales,241.86,210.54,8884,2460.9,0.562,200.45,137.49,1441.37,2659.2,0.394,98.45,0.675,93,0.419,0.336,19.6,0.252,0.45,0.088,0.938,72.7,9,0.728,0.358,0.968,0,0,0.062,0.873,0.713,7.36,62.1,1
RET06,UrbanCart Retail,Consumer Discretionary,North America,2024,3,2024-Q3,HR,39.87,29.38,1278,325.6,0.435,13.96,12.78,102.8,113.2,0.565,24.35,0.691,5,0.26,0.269,21.25,0.256,0.21,1.446,0.995,67.6,9,0.659,0.376,0.694,0,1,0.0,0.79,0.85,3.25,60.1,0
RET06,UrbanCart Retail,Consumer Discretionary,Latin America,2024,3,2024-Q3,Finance,38.23,23.4,4245,399.3,0.467,43.36,19.31,173.99,252.5,0.451,60.89,0.576,5,0.374,0.242,6.77,0.141,0.32,0.519,0.984,81.7,9,0.648,0.414,0.79,0,2,0.032,0.973,0.804,6.19,55.9,0
RET06,UrbanCart Retail,Consumer Discretionary,Latin America,2024,3,2024-Q3,IT,62.13,53.72,1527,377.2,0.349,51.97,26.26,188.06,150.3,0.474,93.48,0.592,31,0.396,0.404,19.3,0.273,0.35,0.0,1.015,74.7,9,0.626,0.314,0.869,0,0,0.0,0.851,0.873,4.29,59.0,0
RET06,UrbanCart Retail,Consumer Discretionary,North America,2024,3,2024-Q3,Facilities,152.84,96.56,12428,1317.4,0.471,120.07,71.31,423.54,491.5,0.514,134.76,0.542,72,0.507,0.242,16.92,0.192,0.88,1.043,1.036,83.1,9,0.641,0.379,0.891,0,0,0.0,0.912,0.771,4.02,63.3,0
RET06,UrbanCart Retail,Consumer Discretionary,Europe,2024,4,2024-Q4,Operations,260.7,225.6,12970,2394.8,0.682,115.06,71.21,414.53,817.5,0.577,51.23,0.766,194,0.256,0.259,17.95,0.14,0.85,0.606,0.949,81.5,9,0.688,0.348,0.778,0,1,0.0,1.0,0.93,2.3,65.5,0
RET06,UrbanCart Retail,Consumer Discretionary,Asia,2024,4,2024-Q4,Supply Chain,111.19,66.88,11523,964.5,0.543,58.48,59.46,348.09,845.2,0.383,43.96,0.382,54,0.372,0.253,15.13,0.139,0.13,0.479,0.961,77.2,9,0.592,0.346,0.829,0,1,0.0,0.897,0.832,4.19,52.2,0
RET06,UrbanCart Retail,Consumer Discretionary,Latin America,2024,4,2024-Q4,R&D,124.9,110.53,2224,684.8,0.411,60.46,20.73,202.38,237.4,0.47,69.79,0.78,5,0.458,0.339,13.7,0.188,0.25,0.631,0.94,74.2,9,0.688,0.395,0.838,0,0,0.085,0.861,0.824,2.27,57.7,0
RET06,UrbanCart Retail,Consumer Discretionary,Latin America,2024,4,2024-Q4,Sales,194.05,152.52,2327,2095.0,0.562,148.02,114.76,760.95,1371.6,0.544,409.66,0.62,35,0.384,0.319,14.95,0.189,0.11,0.609,0.928,73.7,9,0.645,0.282,0.886,0,1,0.0,0.884,0.636,5.28,56.3,1
RET06,UrbanCart Retail,Consumer Discretionary,North America,2024,4,2024-Q4,HR,26.7,20.69,2395,350.8,0.302,41.24,23.33,234.73,149.0,0.5,7.43,0.514,61,0.425,0.477,19.57,0.088,0.05,0.681,0.939,74.2,9,0.629,0.38,0.818,0,0,0.236,1.0,0.925,11.21,51.0,1
RET06,UrbanCart Retail,Consumer Discretionary,Europe,2024,4,2024-Q4,Finance,55.04,34.26,6398,351.3,0.651,32.7,19.23,111.61,88.5,0.382,20.83,0.653,28,0.469,0.204,15.03,0.126,0.1,0.0,0.943,80.1,9,0.666,0.376,0.86,1,0,0.104,0.979,0.695,2.97,58.5,0
RET06,UrbanCart Retail,Consumer Discretionary,Asia,2024,4,2024-Q4,IT,55.41,46.11,1051,149.2,0.349,14.05,3.64,58.11,343.8,0.395,86.98,0.953,5,0.242,0.308,17.68,0.249,0.63,0.659,0.952,85.1,9,0.661,0.357,0.747,0,1,0.0,0.856,0.81,1.37,62.3,0
RET06,UrbanCart Retail,Consumer Discretionary,Europe,2024,4,2024-Q4,Facilities,154.39,116.36,8134,460.5,0.388,23.86,43.16,189.19,1116.8,0.655,23.88,0.485,5,0.455,0.415,11.18,0.221,0.76,0.502,0.932,77.3,9,0.646,0.341,0.863,0,0,0.0,0.987,0.788,1.66,57.7,1
ENR07,BlueGrid Energy,Utilities,Asia,2021,1,2021-Q1,Operations,279.49,224.17,20238,2499.4,0.225,842.7,547.6,2964.99,1455.3,0.453,261.77,0.421,102,0.509,0.229,11.57,0.137,0.77,0.623,0.877,74.6,12,0.601,0.288,0.68,0,1,0.259,0.693,0.703,15.58,46.9,0
ENR07,BlueGrid Energy,Utilities,Latin America,2021,1,2021-Q1,Supply Chain,166.6,108.32,15498,3036.7,0.476,682.48,450.31,3436.19,875.3,0.389,54.83,0.534,40,0.424,0.403,8.68,0.129,0.12,1.404,0.959,76.4,12,0.665,0.259,0.628,0,1,0.071,0.626,0.487,27.42,49.9,0
ENR07,BlueGrid Energy,Utilities,Latin America,2021,1,2021-Q1,R&D,107.39,89.79,2734,904.9,0.35,246.31,168.54,1682.41,768.7,0.446,20.71,0.556,5,0.27,0.467,18.45,0.284,0.23,0.261,0.956,69.9,12,0.59,0.263,0.763,0,1,0.0,0.576,0.498,19.53,53.5,1
ENR07,BlueGrid Energy,Utilities,North America,2021,1,2021-Q1,Sales,330.78,296.75,2392,4008.9,0.235,1278.12,852.48,8824.65,943.2,0.324,215.76,0.64,128,0.391,0.446,23.21,0.229,0.1,1.227,0.904,69.7,12,0.537,0.312,0.611,1,1,0.229,0.599,0.364,33.12,49.0,1
ENR07,BlueGrid Energy,Utilities,North America,2021,1,2021-Q1,HR,57.16,49.37,3958,778.4,0.407,201.56,129.47,895.97,146.0,0.272,8.1,0.502,5,0.476,0.298,19.52,0.161,0.27,0.039,0.889,74.2,12,0.642,0.26,0.865,0,0,0.0,0.81,0.468,21.47,49.3,1
ENR07,BlueGrid Energy,Utilities,Europe,2021,1,2021-Q1,Finance,67.91,56.91,3496,469.8,0.411,116.58,75.29,757.83,360.8,0.332,28.91,0.386,52,0.322,0.26,18.9,0.181,0.09,0.147,0.952,65.5,12,0.686,0.344,0.757,1,2,0.05,0.795,0.644,13.98,50.7,0
ENR07,BlueGrid Energy,Utilities,Europe,2021,1,2021-Q1,IT,106.72,69.76,7045,565.2,0.521,93.62,92.62,762.67,596.5,0.346,144.46,0.466,5,0.414,0.323,21.55,0.202,0.8,0.073,0.937,71.4,12,0.623,0.297,0.767,1,0,0.103,0.701,0.423,8.89,56.8,0
ENR07,BlueGrid Energy,Utilities,Asia,2021,1,2021-Q1,Facilities,157.44,123.75,9146,2542.5,0.443,588.82,417.03,4064.29,696.7,0.446,205.33,0.312,25,0.338,0.341,14.64,0.218,0.8,1.123,0.938,76.2,12,0.668,0.323,0.772,0,2,0.203,0.697,0.315,32.2,55.4,1
ENR07,BlueGrid Energy,Utilities,North America,2021,2,2021-Q2,Operations,319.8,261.05,15435,1736.2,0.313,506.31,334.67,1943.31,818.2,0.351,238.65,0.268,99,0.439,0.392,13.68,0.272,0.74,1.067,0.938,67.3,12,0.621,0.31,0.684,0,1,0.211,0.665,0.412,8.71,50.1,2
ENR07,BlueGrid Energy,Utilities,Latin America,2021,2,2021-Q2,Supply Chain,146.29,118.83,26359,1023.6,0.295,285.48,188.71,2384.67,400.3,0.233,108.64,0.495,5,0.457,0.256,7.17,0.139,0.29,0.286,0.891,63.5,12,0.59,0.269,0.796,0,1,0.018,0.56,0.626,19.54,41.7,0
ENR07,BlueGrid Energy,Utilities,North America,2021,2,2021-Q2,R&D,128.94,73.5,638,1006.2,0.191,327.98,225.33,1419.0,432.0,0.339,32.3,0.425,5,0.502,0.274,12.52,0.144,0.15,0.215,0.937,69.2,12,0.609,0.268,0.774,0,1,0.0,0.798,0.464,15.3,43.4,0
ENR07,BlueGrid Energy,Utilities,Europe,2021,2,2021-Q2,Sales,263.18,218.16,3315,5068.6,0.488,1088.21,729.32,4738.98,892.4,0.421,34.44,0.471,109,0.476,0.345,16.94,0.193,0.05,0.253,0.902,70.6,12,0.59,0.262,0.782,0,1,0.0,0.662,0.585,24.91,49.9,0
ENR07,BlueGrid Energy,Utilities,North America,2021,2,2021-Q2,HR,53.7,35.62,2297,686.2,0.339,182.17,119.0,1294.57,291.0,0.34,26.97,0.435,22,0.456,0.302,12.06,0.194,0.54,0.259,0.95,71.7,12,0.65,0.284,0.723,0,2,0.165,0.6,0.553,29.72,50.3,1
ENR07,BlueGrid Energy,Utilities,Latin America,2021,2,2021-Q2,Finance,63.03,35.78,2392,364.1,0.291,118.48,62.92,671.28,205.5,0.417,9.17,0.385,5,0.445,0.375,15.35,0.126,0.15,0.241,0.889,70.6,12,0.681,0.285,0.661,0,0,0.0,0.833,0.623,13.53,44.8,1
ENR07,BlueGrid Energy,Utilities,North America,2021,2,2021-Q2,IT,113.84,74.69,2415,683.7,0.415,172.48,104.78,756.4,323.4,0.41,116.59,0.363,13,0.506,0.377,14.2,0.132,0.19,0.0,0.947,72.5,12,0.631,0.265,0.746,0,0,0.256,0.586,0.598,9.08,48.7,0
ENR07,BlueGrid Energy,Utilities,Europe,2021,2,2021-Q2,Facilities,177.13,154.14,16356,2284.5,0.476,507.73,327.96,3120.13,773.8,0.432,26.49,0.407,5,0.37,0.387,16.56,0.087,0.78,0.0,0.972,71.5,12,0.623,0.294,0.762,0,1,0.0,0.762,0.659,22.33,52.8,0
ENR07,BlueGrid Energy,Utilities,Latin America,2021,3,2021-Q3,Operations,352.47,307.16,14929,4412.4,0.398,1101.48,738.09,4213.56,945.8,0.103,174.11,0.33,80,0.314,0.306,12.4,0.178,0.85,0.211,0.909,79.0,12,0.588,0.307,0.79,0,1,0.055,0.73,0.529,17.17,48.2,2
ENR07,BlueGrid Energy,Utilities,Asia,2021,3,2021-Q3,Supply Chain,165.21,143.13,13310,2657.8,0.215,850.28,574.82,6643.0,1107.9,0.354,32.03,0.405,5,0.436,0.265,16.12,0.154,0.3,1.115,0.918,70.6,12,0.61,0.289,0.787,0,3,0.086,0.656,0.713,48.84,45.6,2
ENR07,BlueGrid Energy,Utilities,Asia,2021,3,2021-Q3,R&D,129.87,87.55,5053,846.9,0.229,290.38,203.16,1557.83,215.1,0.515,41.27,0.387,58,0.487,0.22,11.96,0.222,0.36,0.861,0.955,82.8,12,0.627,0.297,0.769,1,3,0.222,0.734,0.6,15.8,52.6,1
ENR07,BlueGrid Energy,Utilities,Latin America,2021,3,2021-Q3,Sales,242.66,157.92,5068,12406.4,0.308,3599.2,2412.31,20630.66,638.1,0.147,90.91,0.506,105,0.406,0.453,14.12,0.286,0.17,0.475,0.904,72.4,12,0.615,0.301,0.731,0,1,0.168,0.723,0.484,109.79,47.1,0
ENR07,BlueGrid Energy,Utilities,Latin America,2021,3,2021-Q3,HR,54.36,40.82,6108,798.4,0.326,223.53,139.59,1321.62,70.2,0.298,9.46,0.357,54,0.381,0.217,17.13,0.137,0.25,0.0,0.965,72.0,12,0.648,0.242,0.804,0,1,0.208,0.662,0.68,30.99,47.7,0
ENR07,BlueGrid Energy,Utilities,Latin America,2021,3,2021-Q3,Finance,64.72,44.62,2181,821.5,0.303,259.05,172.86,1055.35,218.9,0.28,11.14,0.384,77,0.299,0.285,18.84,0.205,0.34,0.0,0.941,71.8,12,0.586,0.258,0.797,0,2,0.071,0.735,0.525,22.98,48.0,1
ENR07,BlueGrid Energy,Utilities,Europe,2021,3,2021-Q3,IT,78.09,51.87,1334,2836.5,0.306,819.27,549.06,5160.42,1329.9,0.185,64.52,0.437,60,0.389,0.169,17.38,0.197,0.05,1.306,0.949,79.0,12,0.573,0.311,0.815,0,1,0.183,0.626,0.511,83.61,47.9,0
ENR07,BlueGrid Energy,Utilities,Latin America,2021,3,2021-Q3,Facilities,163.7,101.36,19490,3202.9,0.361,864.92,583.44,4801.09,636.9,0.529,58.99,0.527,13,0.297,0.316,8.55,0.133,1.02,0.0,0.961,73.8,12,0.694,0.306,0.817,1,2,0.14,0.741,0.411,38.18,56.3,0
ENR07,BlueGrid Energy,Utilities,Europe,2021,4,2021-Q4,Operations,279.72,228.7,9561,4399.6,0.297,1307.7,872.06,8281.39,1052.0,0.383,138.87,0.347,90,0.479,0.277,14.61,0.23,0.84,0.906,0.92,80.0,12,0.645,0.262,0.852,0,1,0.0,0.77,0.546,37.4,52.3,0
ENR07,BlueGrid Energy,Utilities,Latin America,2021,4,2021-Q4,Supply Chain,164.04,110.23,19267,1798.6,0.372,498.45,313.97,3173.81,508.3,0.442,100.44,0.415,26,0.438,0.316,6.28,0.204,0.14,0.006,0.984,71.2,12,0.62,0.305,0.78,0,0,0.0,0.722,0.649,24.3,49.6,0
ENR07,BlueGrid Energy,Utilities,Europe,2021,4,2021-Q4,R&D,163.83,128.91,1820,1227.7,0.495,283.17,176.13,1310.12,389.4,0.51,16.16,0.317,5,0.413,0.284,12.04,0.251,0.6,0.0,0.889,54.1,12,0.63,0.31,0.754,0,0,0.069,0.636,0.615,10.8,50.1,0
ENR07,BlueGrid Energy,Utilities,Europe,2021,4,2021-Q4,Sales,357.99,241.24,6039,1489.6,0.41,360.27,230.08,1920.34,1467.3,0.326,38.81,0.305,95,0.396,0.341,12.57,0.26,0.22,1.11,0.95,65.8,12,0.628,0.289,0.846,0,0,0.117,0.767,0.621,7.01,49.4,0
ENR07,BlueGrid Energy,Utilities,North America,2021,4,2021-Q4,HR,38.62,22.64,1568,435.1,0.375,122.15,75.4,410.75,482.2,0.407,32.51,0.565,5,0.417,0.434,17.72,0.209,0.47,0.466,0.936,74.8,12,0.651,0.313,0.82,0,1,0.0,0.63,0.598,15.75,54.7,0
ENR07,BlueGrid Energy,Utilities,Asia,2021,4,2021-Q4,Finance,69.77,52.56,4962,693.1,0.349,188.84,120.68,669.15,504.2,0.455,31.49,0.35,106,0.337,0.248,18.67,0.255,0.37,0.0,0.943,61.8,12,0.719,0.299,0.798,0,2,0.024,0.77,0.763,14.03,52.2,2
ENR07,BlueGrid Energy,Utilities,Latin America,2021,4,2021-Q4,IT,87.81,78.62,1143,1707.0,0.458,370.46,265.15,1631.46,201.0,0.335,8.54,0.614,5,0.288,0.302,11.63,0.212,0.11,0.441,0.968,68.7,12,0.591,0.266,0.685,0,0,0.0,0.649,0.566,25.82,50.7,0
ENR07,BlueGrid Energy,Utilities,Asia,2021,4,2021-Q4,Facilities,196.01,137.01,24815,1661.0,0.141,587.65,391.47,2908.65,1498.1,0.358,29.54,0.346,91,0.395,0.26,11.21,0.211,0.94,0.0,0.882,83.3,12,0.571,0.306,0.841,0,0,0.102,0.585,0.588,19.83,48.1,0
ENR07,BlueGrid Energy,Utilities,Asia,2022,1,2022-Q1,Operations,355.58,226.01,17468,2615.8,0.362,701.6,463.22,2983.06,1366.3,0.354,320.46,0.499,136,0.45,0.224,10.95,0.146,0.99,0.559,0.991,77.6,12,0.578,0.296,0.653,0,2,0.077,0.788,0.614,11.67,53.0,0
ENR07,BlueGrid Energy,Utilities,North America,2022,1,2022-Q1,Supply Chain,170.46,107.25,7000,1740.8,0.272,554.4,350.76,3645.76,179.0,0.434,33.01,0.458,66,0.424,0.282,9.07,0.201,0.41,0.069,0.963,71.3,12,0.597,0.31,0.811,0,1,0.126,0.826,0.798,26.7,49.9,0
ENR07,BlueGrid Energy,Utilities,Asia,2022,1,2022-Q1,R&D,127.68,111.94,1636,2158.7,0.465,492.9,326.17,1938.13,650.8,0.314,89.34,0.637,5,0.326,0.228,16.69,0.165,0.72,0.0,0.924,77.1,12,0.657,0.329,0.785,0,1,0.014,0.834,0.666,21.59,55.9,0
ENR07,BlueGrid Energy,Utilities,Asia,2022,1,2022-Q1,Sales,299.52,207.59,5884,2684.6,0.384,669.51,459.3,3397.58,757.9,0.373,300.25,0.325,71,0.444,0.461,12.53,0.178,0.07,1.124,0.924,71.8,12,0.556,0.337,0.849,0,0,0.207,0.626,0.636,15.11,47.3,2
ENR07,BlueGrid Energy,Utilities,Latin America,2022,1,2022-Q1,HR,51.68,45.89,9409,423.6,0.368,129.37,76.38,857.3,75.8,0.544,44.1,0.585,5,0.209,0.384,18.97,0.151,0.52,0.589,0.955,77.2,12,0.632,0.33,0.729,0,1,0.243,0.888,0.658,20.57,56.4,0
ENR07,BlueGrid Energy,Utilities,Europe,2022,1,2022-Q1,Finance,79.52,63.38,7616,1044.2,0.555,197.64,137.88,1507.96,506.9,0.573,18.14,0.439,76,0.449,0.297,14.26,0.161,0.28,0.098,0.941,77.3,12,0.66,0.293,0.834,1,1,0.0,0.741,0.579,23.18,56.2,0
ENR07,BlueGrid Energy,Utilities,Latin America,2022,1,2022-Q1,IT,56.92,42.4,2947,362.4,0.376,103.26,52.19,572.6,355.5,0.396,67.38,0.636,5,0.434,0.263,15.94,0.2,0.17,0.0,0.9,76.7,12,0.595,0.285,0.861,1,1,0.043,0.726,0.539,12.79,52.4,2
ENR07,BlueGrid Energy,Utilities,Latin America,2022,1,2022-Q1,Facilities,143.48,88.74,19655,3102.9,0.428,702.66,495.05,2521.03,1064.0,0.432,199.57,0.335,77,0.47,0.226,13.78,0.117,0.99,0.085,0.946,71.5,12,0.659,0.317,0.794,0,1,0.104,0.675,0.819,25.92,52.8,0
ENR07,BlueGrid Energy,Utilities,Asia,2022,2,2022-Q2,Operations,223.62,185.04,18705,7544.5,0.421,1819.28,1229.48,11817.69,5740.1,0.523,80.23,0.369,70,0.395,0.375,9.83,0.224,0.59,0.762,0.947,85.6,12,0.568,0.351,0.678,0,0,0.118,0.666,0.495,66.48,54.5,0
ENR07,BlueGrid Energy,Utilities,Asia,2022,2,2022-Q2,Supply Chain,160.74,143.15,12318,4415.2,0.352,1214.34,802.93,5936.69,301.9,0.298,14.09,0.301,5,0.42,0.388,20.21,0.094,0.26,0.0,0.947,85.5,12,0.636,0.336,0.913,1,2,0.0,0.766,0.688,49.48,50.5,0
ENR07,BlueGrid Energy,Utilities,Latin America,2022,2,2022-Q2,R&D,130.82,84.52,12967,2985.6,0.287,916.95,604.96,3189.62,664.0,0.364,66.83,0.49,80,0.438,0.387,13.68,0.266,0.4,0.348,0.927,68.4,12,0.635,0.286,0.762,0,0,0.0,0.749,0.592,36.02,50.1,0
ENR07,BlueGrid Energy,Utilities,Latin America,2022,2,2022-Q2,Sales,285.1,158.4,2177,3847.3,0.456,883.63,593.79,5401.84,779.7,0.38,79.42,0.71,68,0.299,0.433,8.52,0.035,0.45,0.986,0.962,66.2,12,0.628,0.302,0.748,1,1,0.292,0.856,0.668,24.13,51.4,1
ENR07,BlueGrid Energy,Utilities,Asia,2022,2,2022-Q2,HR,56.89,48.23,3723,705.4,0.409,176.57,122.69,1229.35,139.9,0.234,19.78,0.338,5,0.408,0.247,18.88,0.162,0.18,0.0,0.924,72.1,12,0.581,0.3,0.711,1,1,0.0,0.671,0.619,26.87,46.9,1
ENR07,BlueGrid Energy,Utilities,Europe,2022,2,2022-Q2,Finance,71.7,54.55,1913,947.8,0.425,226.76,145.9,1322.91,206.8,0.513,8.36,0.558,5,0.344,0.338,11.8,0.144,0.14,1.171,0.931,74.3,12,0.622,0.317,0.743,0,1,0.05,0.805,0.822,23.65,51.4,2
ENR07,BlueGrid Energy,Utilities,Europe,2022,2,2022-Q2,IT,50.18,31.95,2304,399.7,0.469,67.33,60.56,523.76,212.2,0.464,90.81,0.607,5,0.433,0.282,22.02,0.181,0.05,0.0,0.925,72.3,12,0.617,0.318,0.834,1,0,0.0,0.612,0.614,12.99,55.2,1
ENR07,BlueGrid Energy,Utilities,Latin America,2022,2,2022-Q2,Facilities,266.71,230.72,6012,2015.2,0.495,438.7,283.49,2203.88,668.0,0.407,62.23,0.275,100,0.392,0.281,15.83,0.144,0.94,1.132,0.962,71.1,12,0.589,0.289,0.829,0,1,0.072,0.78,0.579,10.97,53.0,0
ENR07,BlueGrid Energy,Utilities,Europe,2022,3,2022-Q3,Operations,285.57,190.27,10894,5987.1,0.358,1616.42,1076.94,10264.55,2339.7,0.499,90.85,0.58,127,0.31,0.314,13.99,0.116,0.97,0.071,0.982,69.4,12,0.643,0.313,0.677,1,0,0.082,0.696,0.698,45.38,55.4,1
ENR07,BlueGrid Energy,Utilities,Latin America,2022,3,2022-Q3,Supply Chain,132.48,110.3,10869,2073.9,0.405,517.8,345.73,3909.9,605.5,0.383,86.06,0.548,5,0.353,0.423,14.48,0.189,0.55,0.235,0.922,74.7,12,0.608,0.268,0.828,0,0,0.042,0.781,0.895,36.03,52.5,2
ENR07,BlueGrid Energy,Utilities,North America,2022,3,2022-Q3,R&D,100.14,83.3,2897,1455.6,0.258,431.27,302.3,1484.29,429.1,0.202,22.98,0.465,113,0.431,0.262,20.96,0.17,0.07,0.153,0.98,70.2,12,0.589,0.364,0.798,0,0,0.123,0.745,0.765,22.15,48.3,0
ENR07,BlueGrid Energy,Utilities,Asia,2022,3,2022-Q3,Sales,290.24,255.49,2280,2952.4,0.472,669.58,450.08,2752.5,1065.3,0.515,47.16,0.455,5,0.388,0.327,17.07,0.289,0.31,0.0,0.924,67.4,12,0.638,0.38,0.776,0,1,0.286,0.725,0.617,13.34,56.7,3
ENR07,BlueGrid Energy,Utilities,Latin America,2022,3,2022-Q3,HR,46.86,32.48,8825,933.4,0.235,264.68,208.36,1702.35,152.2,0.388,17.54,0.508,132,0.323,0.28,24.08,0.139,0.38,0.701,0.965,78.2,12,0.668,0.283,0.75,0,0,0.292,0.784,0.645,46.42,52.6,0
ENR07,BlueGrid Energy,Utilities,Latin America,2022,3,2022-Q3,Finance,49.1,30.38,1756,989.5,0.296,316.14,216.2,1135.0,314.0,0.356,6.48,0.591,5,0.405,0.341,14.58,0.228,0.29,0.356,0.948,77.7,12,0.686,0.314,0.827,0,2,0.298,0.843,0.655,33.96,54.3,1
ENR07,BlueGrid Energy,Utilities,Latin America,2022,3,2022-Q3,IT,92.8,75.43,5434,1221.3,0.266,361.13,261.78,1391.16,641.4,0.316,11.55,0.331,5,0.276,0.247,23.04,0.168,0.23,0.0,0.946,66.6,12,0.615,0.372,0.82,1,0,0.0,0.634,0.674,21.7,48.5,0
ENR07,BlueGrid Energy,Utilities,Europe,2022,3,2022-Q3,Facilities,172.87,149.36,7570,1212.1,0.403,284.12,212.44,1824.12,1634.4,0.567,78.89,0.405,148,0.353,0.243,13.74,0.121,1.01,0.0,0.941,79.8,12,0.655,0.31,0.79,0,1,0.082,0.752,0.67,13.42,55.7,2
ENR07,BlueGrid Energy,Utilities,Latin America,2022,4,2022-Q4,Operations,345.46,213.21,8792,5462.7,0.333,1509.08,1015.84,9363.21,1580.3,0.351,72.19,0.322,123,0.271,0.326,10.71,0.249,0.83,0.419,0.947,75.8,12,0.631,0.309,0.749,0,0,0.188,0.736,0.564,34.41,52.3,0
ENR07,BlueGrid Energy,Utilities,North America,2022,4,2022-Q4,Supply Chain,123.11,80.84,20827,1339.2,0.392,332.91,234.36,2090.38,472.4,0.416,23.12,0.265,89,0.307,0.323,12.09,0.237,0.29,0.0,0.942,80.7,12,0.595,0.263,0.824,0,0,0.0,0.778,0.739,21.59,50.3,0
ENR07,BlueGrid Energy,Utilities,Europe,2022,4,2022-Q4,R&D,123.68,98.69,5458,1119.9,0.469,232.9,171.05,1763.88,329.0,0.418,68.24,0.375,115,0.366,0.364,9.41,0.179,0.05,0.273,0.963,76.9,12,0.599,0.255,0.798,0,0,0.0,0.753,0.627,17.53,49.7,0
ENR07,BlueGrid Energy,Utilities,Asia,2022,4,2022-Q4,Sales,329.97,228.53,10937,4374.6,0.416,1071.56,722.77,4934.21,370.6,0.349,122.82,0.563,38,0.417,0.219,14.6,0.235,0.19,0.0,0.935,80.4,12,0.666,0.332,0.87,0,1,0.081,0.718,0.553,20.39,55.1,1
ENR07,BlueGrid Energy,Utilities,North America,2022,4,2022-Q4,HR,51.27,42.47,11516,701.6,0.405,161.71,100.81,963.28,104.2,0.394,36.37,0.364,23,0.363,0.379,14.31,0.209,0.27,0.0,0.952,62.4,12,0.608,0.32,0.674,0,0,0.279,0.754,0.577,23.91,49.1,0
ENR07,BlueGrid Energy,Utilities,Latin America,2022,4,2022-Q4,Finance,74.22,64.49,6345,538.7,0.317,155.5,97.71,712.05,271.5,0.356,4.66,0.534,5,0.46,0.324,14.92,0.205,0.11,0.322,0.958,72.9,12,0.593,0.328,0.822,0,0,0.097,0.755,0.699,13.01,50.7,0
ENR07,BlueGrid Energy,Utilities,North America,2022,4,2022-Q4,IT,98.18,83.06,2985,1004.7,0.322,281.42,187.94,1399.97,317.1,0.336,46.11,0.394,25,0.315,0.288,18.69,0.182,0.22,0.0,0.906,85.4,12,0.657,0.33,0.684,0,0,0.0,0.831,0.775,19.04,50.0,0
ENR07,BlueGrid Energy,Utilities,Latin America,2022,4,2022-Q4,Facilities,255.31,151.44,25884,1948.2,0.345,508.25,368.82,3191.68,720.9,0.441,111.89,0.693,34,0.517,0.319,19.01,0.163,1.31,0.689,0.947,69.8,12,0.638,0.285,0.806,0,2,0.179,0.766,0.762,15.94,58.4,0
